Province,Regency/City,Year,"Orange, pomelo",Mango,Apple,Rambutan,"Duku, langsat",Durian,Snakefruit,Ambon banana,Papaya,Watermelon,Tomato,Avocado,Guava
Sulawesi Tenggara,Konawe Selatan,2021,16.0,5.0,15.0,8.0,,10.0,42.0,16.0,33.0,51.0,69.0,,
Sulawesi Tenggara,Bombana,2021,11.0,6.0,16.0,6.0,,3.0,18.0,12.0,31.0,16.0,12.0,,
Sulawesi Tenggara,Wakatobi,2021,7.0,1.0,8.0,1.0,,1.0,1.0,7.0,25.0,14.0,29.0,,
Sulawesi Tenggara,Kolaka Utara,2021,16.0,33.0,9.0,13.0,2.0,25.0,12.0,9.0,36.0,42.0,56.0,,
Sulawesi Tenggara,Buton Utara,2021,3.0,4.0,4.0,10.0,,1.0,11.0,28.0,41.0,6.0,34.0,,
Sulawesi Tenggara,Konawe Utara,2021,13.0,21.0,20.0,7.0,,15.0,23.0,12.0,27.0,40.0,58.0,,
Sulawesi Tenggara,Kolaka Timur,2021,8.0,6.0,8.0,39.0,8.0,22.0,51.0,23.0,51.0,38.0,59.0,,
Sulawesi Tenggara,Konawe Kepulauan,2021,8.0,16.0,4.0,12.0,,3.0,12.0,3.0,14.0,13.0,45.0,,
Sulawesi Tenggara,Muna Barat,2021,13.0,7.0,6.0,26.0,2.0,3.0,15.0,15.0,91.0,28.0,12.0,,
Sulawesi Tenggara,Buton Tengah,2021,8.0,27.0,10.0,14.0,,,6.0,29.0,97.0,15.0,28.0,,
Sulawesi Tenggara,Buton Selatan,2021,4.0,6.0,3.0,23.0,3.0,1.0,1.0,17.0,23.0,10.0,12.0,,
Sulawesi Tenggara,Kota Kendari,2021,22.0,18.0,31.0,8.0,,7.0,16.0,40.0,86.0,59.0,80.0,,
Sulawesi Tenggara,Kota Baubau,2021,16.0,5.0,20.0,8.0,2.0,4.0,11.0,39.0,38.0,30.0,73.0,,
Gorontalo,Boalemo,2021,9.0,178.0,5.0,7.0,2.0,5.0,5.0,20.0,48.0,81.0,,,
Gorontalo,Gorontalo,2021,7.0,63.0,21.0,7.0,1.0,10.0,9.0,32.0,114.0,38.0,3.0,,
Gorontalo,Pohuwato,2021,11.0,80.0,13.0,4.0,,18.0,4.0,4.0,62.0,42.0,2.0,,
Gorontalo,Bone Bolango,2021,6.0,113.0,17.0,3.0,1.0,11.0,3.0,19.0,121.0,35.0,,,
Gorontalo,Gorontalo Utara,2021,3.0,55.0,9.0,1.0,,8.0,4.0,20.0,67.0,24.0,,,
Gorontalo,Kota Gorontalo,2021,13.0,74.0,18.0,7.0,2.0,2.0,3.0,22.0,91.0,37.0,1.0,,
Sulawesi Barat,Majene,2021,13.0,1.0,4.0,13.0,1.0,2.0,6.0,31.0,73.0,24.0,46.0,,
Sulawesi Barat,Polewali Mandar,2021,11.0,2.0,11.0,14.0,2.0,32.0,9.0,17.0,59.0,22.0,58.0,,
Sulawesi Barat,Mamasa,2021,13.0,2.0,2.0,,,1.0,3.0,49.0,20.0,5.0,62.0,,
Sulawesi Barat,Mamuju,2021,29.0,24.0,12.0,3.0,,8.0,7.0,22.0,29.0,59.0,51.0,,
Sulawesi Barat,Mamuju Utara,2021,47.0,48.0,17.0,8.0,,40.0,16.0,27.0,43.0,69.0,47.0,,
Sulawesi Barat,Mamuju Tengah,2021,51.0,24.0,11.0,5.0,,8.0,21.0,22.0,69.0,69.0,58.0,,
Maluku,Maluku Tenggara Barat,2021,3.0,13.0,5.0,,,,2.0,39.0,28.0,3.0,4.0,,
Maluku,Maluku Tenggara,2021,7.0,3.0,3.0,,,,9.0,91.0,86.0,5.0,1.0,,
Maluku,Maluku Tengah,2021,39.0,77.0,4.0,2.0,,,20.0,49.0,39.0,8.0,13.0,,
Maluku,Buru,2021,58.0,24.0,4.0,2.0,,4.0,14.0,33.0,48.0,8.0,28.0,,
Maluku,Kepulauan Aru,2021,7.0,7.0,7.0,,,,9.0,16.0,23.0,5.0,1.0,,
Maluku,Seram Bagian Barat,2021,21.0,72.0,2.0,1.0,,,11.0,44.0,17.0,27.0,9.0,,
Maluku,Seram Bagian Timur,2021,12.0,12.0,7.0,,,,17.0,94.0,46.0,18.0,1.0,,
Maluku,Maluku Barat Daya,2021,8.0,18.0,10.0,,,,1.0,65.0,80.0,32.0,1.0,,
Maluku,Buru Selatan,2021,20.0,65.0,1.0,,,,5.0,31.0,25.0,4.0,17.0,,
Maluku,Kota Ambon,2021,31.0,135.0,24.0,1.0,,,12.0,21.0,41.0,39.0,56.0,,
Maluku,Kota Tual,2021,7.0,6.0,11.0,,,,8.0,23.0,46.0,9.0,,,
Maluku Utara,Halmahera Barat,2021,7.0,16.0,4.0,4.0,37.0,5.0,26.0,13.0,47.0,22.0,50.0,,
Maluku Utara,Halmahera Tengah,2021,40.0,66.0,9.0,4.0,5.0,,19.0,10.0,26.0,31.0,1.0,,
Maluku Utara,Kepulauan Sula,2021,6.0,62.0,6.0,,,15.0,2.0,24.0,9.0,11.0,,,
Maluku Utara,Halmahera Selatan,2021,4.0,15.0,7.0,,1.0,1.0,9.0,17.0,26.0,6.0,,,
Maluku Utara,Halmahera Utara,2021,13.0,13.0,6.0,1.0,11.0,3.0,15.0,17.0,93.0,30.0,35.0,,
Maluku Utara,Halmahera Timur,2021,23.0,97.0,9.0,,,,6.0,6.0,49.0,60.0,23.0,,
Maluku Utara,Pulau Morotai,2021,11.0,4.0,7.0,,5.0,,7.0,24.0,29.0,13.0,13.0,,
Maluku Utara,Pulau Taliabu,2021,2.0,94.0,,,,19.0,3.0,12.0,6.0,2.0,6.0,,
Maluku Utara,Kota Ternate,2021,48.0,40.0,27.0,5.0,6.0,3.0,23.0,9.0,45.0,66.0,,,
Maluku Utara,Kota Tidore Kepulauan,2021,25.0,60.0,12.0,1.0,2.0,2.0,34.0,26.0,87.0,26.0,1.0,,
Papua Barat,Fakfak,2021,25.0,90.0,9.0,,,5.0,14.0,55.0,49.0,26.0,15.0,,
Papua Barat,Kaimana,2021,18.0,17.0,8.0,,,,50.0,68.0,57.0,13.0,4.0,,
Papua Barat,Teluk Wondama,2021,22.0,131.0,3.0,,3.0,1.0,,11.0,35.0,2.0,11.0,,
Papua Barat,Teluk Bintuni,2021,36.0,15.0,14.0,4.0,1.0,,22.0,48.0,48.0,17.0,6.0,,
Papua Barat,Manokwari,2021,37.0,19.0,10.0,6.0,18.0,2.0,7.0,36.0,99.0,36.0,2.0,,
Papua Barat,Sorong Selatan,2021,7.0,8.0,1.0,,2.0,,22.0,35.0,61.0,6.0,,,
Papua Barat,Sorong,2021,57.0,52.0,16.0,,2.0,,31.0,28.0,82.0,89.0,1.0,,
Papua Barat,Raja Ampat,2021,17.0,15.0,4.0,,,,13.0,26.0,48.0,5.0,2.0,,
Papua Barat,Tambrauw,2021,15.0,3.0,2.0,,,,7.0,95.0,65.0,,7.0,,
Papua Barat,Maybrat,2021,8.0,6.0,3.0,4.0,,1.0,10.0,45.0,112.0,5.0,2.0,,
Papua Barat,Manokwari Selatan,2021,25.0,49.0,3.0,34.0,1.0,1.0,5.0,43.0,42.0,9.0,3.0,,
Papua Barat,Pegunungan Arfak,2021,26.0,7.0,,2.0,14.0,,1.0,30.0,59.0,11.0,3.0,,
Papua Barat,Kota Sorong,2021,51.0,51.0,24.0,3.0,,,43.0,30.0,41.0,62.0,4.0,,
Papua,Merauke,2021,31.0,1.0,11.0,48.0,,1.0,3.0,43.0,71.0,25.0,6.0,,
Papua,Jayawijaya,2021,96.0,,5.0,,,,1.0,61.0,6.0,,,,
Papua,Jayapura,2021,64.0,8.0,4.0,10.0,3.0,,11.0,27.0,77.0,11.0,16.0,,
Papua,Nabire,2021,75.0,134.0,8.0,6.0,,7.0,11.0,94.0,98.0,75.0,3.0,,
Papua,Kepulauan Yapen,2021,15.0,57.0,4.0,6.0,11.0,166.0,2.0,26.0,26.0,14.0,4.0,,
Papua,Biak Numfor,2021,21.0,11.0,5.0,,1.0,39.0,1.0,19.0,110.0,3.0,40.0,,
Papua,Paniai,2021,106.0,,,,,,,10.0,,,,,
Papua,Puncak Jaya,2021,1.0,2.0,2.0,,,,,30.0,9.0,2.0,,,
Papua,Mimika,2021,51.0,22.0,21.0,8.0,2.0,1.0,26.0,14.0,39.0,59.0,5.0,,
Papua,Boven Digoel,2021,14.0,1.0,2.0,16.0,,3.0,3.0,10.0,13.0,6.0,1.0,,
Papua,Mappi,2021,9.0,1.0,3.0,10.0,3.0,16.0,,9.0,9.0,,,,
Papua,Asmat,2021,5.0,3.0,5.0,2.0,,,1.0,29.0,29.0,1.0,,,
Papua,Yahukimo,2021,3.0,,,,,,,190.0,77.0,,,,
Papua,Pegunungan Bintang,2021,,1.0,,,,,,43.0,,,,,
Papua,Tolikara,2021,211.0,,,,,,,46.0,115.0,,,,
Papua,Sarmi,2021,9.0,10.0,1.0,22.0,1.0,1.0,3.0,38.0,44.0,2.0,34.0,,
Papua,Keerom,2021,37.0,2.0,3.0,3.0,,,6.0,16.0,43.0,15.0,11.0,,
Papua,Waropen,2021,21.0,57.0,,7.0,,15.0,19.0,59.0,41.0,2.0,3.0,,
Papua,Supiori,2021,3.0,,1.0,1.0,,28.0,10.0,75.0,40.0,1.0,5.0,,
Papua,Mamberamo Raya,2021,67.0,3.0,,10.0,3.0,7.0,2.0,163.0,66.0,,62.0,,
Papua,Nduga,2021,1.0,,,,,,1.0,20.0,1.0,,3.0,,
Papua,Lanny Jaya,2021,66.0,,,,,,,,,,1.0,,
Papua,Mamberamo Tengah,2021,259.0,,,,,,,2.0,1.0,,,,
Papua,Yalimo,2021,28.0,,,1.0,,,,10.0,8.0,1.0,,,
Papua,Puncak,2021,23.0,,,,,,,,,,,,
Papua,Dogiyai,2021,130.0,2.0,,,,,,19.0,1.0,,1.0,,
Papua,Intan Jaya,2021,297.0,,,,,,,,,,,,
Papua,Deiyai,2021,238.0,,,,,,,,,,,,
Papua,Kota Jayapura,2021,62.0,7.0,8.0,2.0,15.0,1.0,10.0,27.0,93.0,28.0,12.0,,
Aceh,Simeulue,2022,36.0,7.0,3.0,16.0,2.0,5.0,31.0,10.0,52.0,30.0,31.0,4.0,14.0
Aceh,Aceh Singkil,2022,219.0,15.0,23.0,11.0,42.0,33.0,129.0,29.0,57.0,228.0,6.0,16.0,5.0
Aceh,Aceh Selatan,2022,127.0,8.0,6.0,2.0,13.0,14.0,108.0,17.0,35.0,84.0,136.0,4.0,4.0
Aceh,Aceh Tenggara,2022,107.0,7.0,8.0,2.0,4.0,7.0,73.0,9.0,43.0,63.0,33.0,20.0,5.0
Aceh,Aceh Timur,2022,142.0,17.0,13.0,2.0,26.0,15.0,110.0,5.0,44.0,140.0,7.0,5.0,11.0
Aceh,Aceh Tengah,2022,128.0,16.0,16.0,13.0,9.0,167.0,60.0,27.0,49.0,72.0,35.0,67.0,32.0
Aceh,Aceh Barat,2022,145.0,25.0,18.0,7.0,29.0,4.0,150.0,10.0,199.0,109.0,130.0,14.0,7.0
Aceh,Aceh Besar,2022,118.0,24.0,17.0,1.0,2.0,6.0,86.0,9.0,45.0,73.0,1.0,6.0,3.0
Aceh,Pidie,2022,144.0,21.0,11.0,15.0,13.0,4.0,115.0,7.0,55.0,32.0,,8.0,4.0
Aceh,Bireuen,2022,154.0,32.0,27.0,1.0,7.0,38.0,122.0,8.0,75.0,53.0,67.0,22.0,13.0
Aceh,Aceh Utara,2022,134.0,13.0,8.0,1.0,4.0,13.0,69.0,4.0,31.0,85.0,35.0,4.0,1.0
Aceh,Aceh Barat Daya,2022,76.0,17.0,10.0,,9.0,21.0,79.0,6.0,40.0,29.0,137.0,7.0,1.0
Aceh,Gayo Lues,2022,121.0,26.0,20.0,15.0,15.0,3.0,108.0,24.0,69.0,75.0,12.0,28.0,17.0
Aceh,Aceh Tamiang,2022,162.0,6.0,8.0,,9.0,1.0,67.0,1.0,21.0,79.0,88.0,4.0,1.0
Aceh,Nagan Raya,2022,180.0,10.0,11.0,8.0,34.0,3.0,151.0,11.0,87.0,132.0,85.0,18.0,7.0
Aceh,Aceh Jaya,2022,99.0,21.0,14.0,10.0,7.0,6.0,120.0,10.0,69.0,142.0,105.0,9.0,5.0
Aceh,Bener Meriah,2022,102.0,35.0,14.0,12.0,18.0,294.0,82.0,42.0,37.0,59.0,83.0,54.0,14.0
Aceh,Pidie Jaya,2022,170.0,25.0,4.0,7.0,5.0,18.0,104.0,18.0,82.0,45.0,,8.0,8.0
Aceh,Kota Banda Aceh,2022,122.0,51.0,32.0,1.0,6.0,18.0,51.0,4.0,93.0,118.0,51.0,18.0,8.0
Aceh,Kota Sabang,2022,127.0,52.0,18.0,1.0,6.0,24.0,45.0,12.0,91.0,53.0,5.0,13.0,8.0
Aceh,Kota Langsa,2022,138.0,10.0,15.0,,2.0,12.0,42.0,3.0,32.0,70.0,68.0,12.0,10.0
Aceh,Kota Lhokseumawe,2022,102.0,26.0,17.0,1.0,2.0,6.0,60.0,3.0,66.0,84.0,28.0,10.0,8.0
Aceh,Kota Subulussalam,2022,207.0,9.0,19.0,2.0,19.0,7.0,158.0,10.0,61.0,174.0,125.0,22.0,9.0
Sumatera Utara,Nias,2022,11.0,1.0,6.0,,3.0,7.0,6.0,62.0,50.0,10.0,4.0,8.0,3.0
Sumatera Utara,Mandailing Natal,2022,82.0,18.0,9.0,3.0,5.0,8.0,113.0,15.0,66.0,40.0,2.0,9.0,1.0
Sumatera Utara,Tapanuli Selatan,2022,115.0,4.0,9.0,2.0,1.0,5.0,153.0,7.0,91.0,49.0,31.0,16.0,2.0
Sumatera Utara,Tapanuli Tengah,2022,90.0,5.0,12.0,,1.0,,88.0,24.0,38.0,22.0,97.0,8.0,2.0
Sumatera Utara,Tapanuli Utara,2022,137.0,6.0,17.0,4.0,4.0,7.0,79.0,15.0,38.0,10.0,138.0,10.0,18.0
Sumatera Utara,Toba Samosir,2022,208.0,9.0,24.0,,10.0,41.0,73.0,18.0,44.0,16.0,165.0,30.0,5.0
Sumatera Utara,Labuhan Batu,2022,122.0,13.0,14.0,1.0,16.0,,68.0,6.0,36.0,121.0,33.0,5.0,3.0
Sumatera Utara,Asahan,2022,224.0,11.0,9.0,,2.0,1.0,58.0,3.0,38.0,137.0,84.0,6.0,4.0
Sumatera Utara,Simalungun,2022,171.0,12.0,14.0,2.0,5.0,12.0,35.0,6.0,62.0,80.0,54.0,36.0,8.0
Sumatera Utara,Dairi,2022,123.0,3.0,12.0,1.0,7.0,5.0,53.0,39.0,82.0,20.0,9.0,27.0,12.0
Sumatera Utara,Karo,2022,136.0,12.0,31.0,2.0,7.0,,61.0,39.0,41.0,78.0,2.0,31.0,9.0
Sumatera Utara,Deli Serdang,2022,179.0,17.0,20.0,1.0,9.0,1.0,55.0,12.0,80.0,126.0,6.0,28.0,16.0
Sumatera Utara,Langkat,2022,189.0,2.0,11.0,4.0,16.0,15.0,56.0,12.0,79.0,96.0,4.0,13.0,9.0
Sumatera Utara,Nias Selatan,2022,8.0,,1.0,,6.0,,2.0,28.0,46.0,5.0,2.0,4.0,1.0
Sumatera Utara,Humbang Hasundutan,2022,142.0,1.0,18.0,4.0,1.0,1.0,96.0,16.0,34.0,6.0,176.0,6.0,4.0
Sumatera Utara,Pakpak Bharat,2022,91.0,7.0,14.0,5.0,2.0,3.0,76.0,34.0,84.0,25.0,103.0,43.0,31.0
Sumatera Utara,Samosir,2022,140.0,3.0,12.0,,,75.0,33.0,17.0,50.0,14.0,65.0,72.0,16.0
Sumatera Utara,Serdang Bedagai,2022,195.0,12.0,17.0,,2.0,,46.0,2.0,34.0,253.0,61.0,14.0,6.0
Sumatera Utara,Batu Bara,2022,185.0,8.0,12.0,,1.0,1.0,40.0,8.0,28.0,49.0,109.0,12.0,3.0
Sumatera Utara,Padang Lawas Utara,2022,143.0,3.0,21.0,6.0,17.0,,144.0,15.0,25.0,95.0,87.0,11.0,
Sumatera Utara,Padang Lawas,2022,101.0,16.0,16.0,8.0,15.0,1.0,127.0,17.0,56.0,141.0,44.0,15.0,2.0
Sumatera Utara,Labuhan Batu Selatan,2022,153.0,6.0,13.0,,1.0,1.0,95.0,4.0,30.0,97.0,20.0,7.0,1.0
Sumatera Utara,Labuhan Batu Utara,2022,179.0,16.0,14.0,3.0,7.0,2.0,82.0,7.0,34.0,172.0,72.0,10.0,1.0
Sumatera Utara,Nias Utara,2022,17.0,,2.0,,,,8.0,52.0,44.0,6.0,1.0,2.0,3.0
Sumatera Utara,Nias Barat,2022,10.0,,2.0,2.0,8.0,,1.0,20.0,43.0,5.0,1.0,,
Sumatera Utara,Kota Sibolga,2022,102.0,8.0,15.0,,1.0,,48.0,18.0,91.0,47.0,132.0,20.0,3.0
Sumatera Utara,Kota Tanjung Balai,2022,209.0,38.0,25.0,7.0,14.0,25.0,83.0,5.0,72.0,148.0,125.0,7.0,5.0
Sumatera Utara,Kota Pematang Siantar,2022,184.0,9.0,22.0,,2.0,14.0,32.0,29.0,105.0,61.0,63.0,48.0,24.0
Sumatera Utara,Kota Tebing Tinggi,2022,145.0,14.0,20.0,,,7.0,23.0,1.0,52.0,99.0,5.0,14.0,4.0
Sumatera Utara,Kota Medan,2022,185.0,19.0,34.0,1.0,5.0,2.0,36.0,17.0,116.0,83.0,8.0,24.0,26.0
Sumatera Utara,Kota Binjai,2022,139.0,8.0,19.0,1.0,23.0,6.0,28.0,8.0,58.0,105.0,3.0,23.0,12.0
Sumatera Utara,Kota Padangsidimpuan,2022,119.0,10.0,11.0,,2.0,1.0,89.0,11.0,97.0,52.0,65.0,42.0,5.0
Sumatera Utara,Kota Gunungsitoli,2022,31.0,,7.0,1.0,4.0,,12.0,56.0,65.0,33.0,2.0,7.0,1.0
Sumatera Barat,Kepulauan Mentawai,2022,43.0,5.0,5.0,18.0,,,12.0,52.0,69.0,10.0,5.0,3.0,7.0
Sumatera Barat,Pesisir Selatan,2022,120.0,4.0,8.0,,,1.0,62.0,20.0,65.0,65.0,36.0,6.0,1.0
Sumatera Barat,Solok,2022,110.0,6.0,6.0,1.0,1.0,1.0,41.0,27.0,145.0,67.0,65.0,12.0,3.0
Sumatera Barat,Sijunjung,2022,122.0,8.0,11.0,9.0,3.0,11.0,90.0,35.0,60.0,54.0,1.0,20.0,4.0
Sumatera Barat,Tanah Datar,2022,150.0,7.0,12.0,1.0,1.0,12.0,64.0,85.0,88.0,48.0,18.0,24.0,2.0
Sumatera Barat,Padang Pariaman,2022,117.0,6.0,5.0,1.0,1.0,1.0,37.0,24.0,83.0,51.0,14.0,13.0,2.0
Sumatera Barat,Agam,2022,130.0,6.0,14.0,1.0,,7.0,42.0,35.0,63.0,54.0,12.0,14.0,6.0
Sumatera Barat,Lima Puluh Kota,2022,169.0,4.0,14.0,,5.0,18.0,94.0,77.0,88.0,58.0,6.0,33.0,4.0
Sumatera Barat,Pasaman,2022,103.0,6.0,7.0,,19.0,3.0,94.0,12.0,79.0,64.0,3.0,13.0,4.0
Sumatera Barat,Solok Selatan,2022,135.0,13.0,9.0,6.0,2.0,1.0,69.0,39.0,64.0,69.0,3.0,15.0,4.0
Sumatera Barat,Dharmasraya,2022,139.0,8.0,18.0,,2.0,,81.0,36.0,74.0,56.0,5.0,12.0,2.0
Sumatera Barat,Pasaman Barat,2022,74.0,6.0,15.0,4.0,1.0,,117.0,29.0,156.0,58.0,5.0,12.0,3.0
Sumatera Barat,Kota Padang,2022,159.0,14.0,19.0,1.0,1.0,3.0,21.0,49.0,159.0,69.0,6.0,23.0,5.0
Sumatera Barat,Kota Solok,2022,178.0,8.0,15.0,1.0,1.0,12.0,35.0,61.0,233.0,100.0,9.0,27.0,3.0
Sumatera Barat,Kota Sawah Lunto,2022,139.0,8.0,9.0,1.0,1.0,5.0,53.0,120.0,91.0,55.0,7.0,13.0,
Sumatera Barat,Kota Padang Panjang,2022,183.0,10.0,20.0,,,2.0,56.0,94.0,139.0,67.0,8.0,24.0,7.0
Sumatera Barat,Kota Bukittinggi,2022,180.0,8.0,14.0,,,8.0,40.0,41.0,80.0,32.0,4.0,24.0,3.0
Sumatera Barat,Kota Payakumbuh,2022,130.0,9.0,15.0,1.0,1.0,3.0,47.0,115.0,151.0,75.0,4.0,41.0,12.0
Sumatera Barat,Kota Pariaman,2022,176.0,11.0,14.0,,,,52.0,49.0,133.0,39.0,11.0,23.0,3.0
Riau,Kuantan Singingi,2022,161.0,15.0,14.0,1.0,,,97.0,15.0,81.0,77.0,2.0,8.0,3.0
Riau,Indragiri Hulu,2022,132.0,13.0,19.0,,,,54.0,11.0,29.0,98.0,5.0,6.0,2.0
Riau,Indragiri Hilir,2022,117.0,17.0,9.0,6.0,2.0,1.0,58.0,5.0,19.0,154.0,4.0,2.0,5.0
Riau,Pelalawan,2022,156.0,20.0,12.0,8.0,6.0,1.0,94.0,11.0,73.0,153.0,19.0,7.0,3.0
Riau,Siak,2022,159.0,17.0,17.0,1.0,5.0,2.0,79.0,13.0,63.0,112.0,16.0,11.0,7.0
Riau,Kampar,2022,164.0,17.0,21.0,2.0,2.0,1.0,90.0,9.0,66.0,122.0,3.0,10.0,2.0
Riau,Rokan Hulu,2022,133.0,13.0,19.0,,10.0,11.0,92.0,13.0,50.0,135.0,2.0,6.0,1.0
Riau,Bengkalis,2022,158.0,22.0,13.0,1.0,,,73.0,11.0,54.0,106.0,4.0,8.0,6.0
Riau,Rokan Hilir,2022,177.0,8.0,13.0,3.0,8.0,10.0,120.0,20.0,42.0,158.0,13.0,16.0,2.0
Riau,Kepulauan Meranti,2022,101.0,17.0,8.0,,,,23.0,6.0,15.0,57.0,1.0,4.0,
Riau,Kota Pekanbaru,2022,145.0,20.0,22.0,,,1.0,42.0,15.0,141.0,108.0,10.0,22.0,7.0
Riau,Kota Dumai,2022,150.0,25.0,7.0,2.0,3.0,,46.0,8.0,70.0,116.0,58.0,13.0,1.0
Jambi,Kerinci,2022,191.0,2.0,29.0,1.0,,61.0,75.0,18.0,73.0,74.0,54.0,41.0,6.0
Jambi,Merangin,2022,97.0,8.0,8.0,3.0,3.0,,43.0,29.0,72.0,102.0,10.0,5.0,4.0
Jambi,Sarolangun,2022,86.0,6.0,12.0,1.0,2.0,,47.0,24.0,64.0,133.0,15.0,7.0,4.0
Jambi,Batang Hari,2022,128.0,7.0,15.0,1.0,,,58.0,30.0,35.0,137.0,24.0,3.0,3.0
Jambi,Muaro Jambi,2022,174.0,8.0,19.0,2.0,6.0,1.0,65.0,49.0,87.0,161.0,15.0,6.0,2.0
Jambi,Tanjung Jabung Timur,2022,192.0,11.0,21.0,4.0,2.0,3.0,60.0,22.0,31.0,219.0,3.0,12.0,3.0
Jambi,Tanjung Jabung Barat,2022,138.0,6.0,16.0,9.0,1.0,3.0,50.0,5.0,52.0,137.0,28.0,5.0,6.0
Jambi,Tebo,2022,139.0,5.0,13.0,3.0,,,73.0,47.0,64.0,115.0,52.0,6.0,7.0
Jambi,Bungo,2022,131.0,5.0,17.0,1.0,1.0,,64.0,20.0,56.0,152.0,27.0,12.0,2.0
Jambi,Kota Jambi,2022,138.0,12.0,22.0,,,,50.0,65.0,140.0,107.0,18.0,21.0,5.0
Jambi,Kota Sungai Penuh,2022,120.0,12.0,10.0,,,72.0,24.0,30.0,114.0,28.0,49.0,15.0,1.0
Sumatera Selatan,Ogan Komering Ulu,2022,106.0,3.0,10.0,7.0,2.0,,53.0,43.0,90.0,74.0,5.0,11.0,7.0
Sumatera Selatan,Ogan Komering Ilir,2022,130.0,16.0,16.0,11.0,16.0,1.0,65.0,63.0,101.0,133.0,3.0,11.0,14.0
Sumatera Selatan,Muara Enim,2022,99.0,9.0,14.0,1.0,4.0,1.0,31.0,33.0,56.0,67.0,15.0,12.0,3.0
Sumatera Selatan,Lahat,2022,96.0,5.0,12.0,2.0,1.0,4.0,48.0,47.0,79.0,75.0,3.0,12.0,4.0
Sumatera Selatan,Musi Rawas,2022,86.0,2.0,11.0,5.0,3.0,,53.0,29.0,85.0,99.0,2.0,20.0,6.0
Sumatera Selatan,Musi Banyuasin,2022,133.0,12.0,16.0,7.0,11.0,4.0,41.0,40.0,50.0,109.0,7.0,8.0,4.0
Sumatera Selatan,Banyu Asin,2022,145.0,14.0,15.0,13.0,9.0,2.0,58.0,28.0,70.0,129.0,2.0,15.0,5.0
Sumatera Selatan,Ogan Komering Ulu Selatan,2022,37.0,2.0,3.0,,19.0,8.0,28.0,39.0,64.0,18.0,12.0,20.0,4.0
Sumatera Selatan,Ogan Komering Ulu Timur,2022,96.0,11.0,14.0,5.0,23.0,2.0,60.0,53.0,97.0,63.0,4.0,8.0,6.0
Sumatera Selatan,Ogan Ilir,2022,102.0,2.0,4.0,9.0,3.0,2.0,38.0,20.0,105.0,126.0,8.0,11.0,5.0
Sumatera Selatan,Empat Lawang,2022,76.0,5.0,7.0,3.0,1.0,6.0,38.0,26.0,129.0,50.0,55.0,20.0,4.0
Sumatera Selatan,Penukal Abab Lematang Ilir,2022,130.0,6.0,10.0,12.0,1.0,1.0,61.0,15.0,57.0,79.0,8.0,15.0,4.0
Sumatera Selatan,Musi Rawas Utara,2022,101.0,15.0,11.0,9.0,,1.0,49.0,54.0,80.0,114.0,5.0,15.0,2.0
Sumatera Selatan,Kota Palembang,2022,135.0,9.0,21.0,10.0,3.0,1.0,25.0,60.0,149.0,95.0,4.0,14.0,5.0
Sumatera Selatan,Kota Prabumulih,2022,117.0,13.0,13.0,1.0,1.0,,29.0,42.0,108.0,93.0,14.0,10.0,4.0
Sumatera Selatan,Kota Pagar Alam,2022,95.0,6.0,6.0,1.0,,1.0,35.0,69.0,114.0,47.0,1.0,9.0,16.0
Sumatera Selatan,Kota Lubuklinggau,2022,135.0,8.0,16.0,7.0,4.0,1.0,61.0,75.0,82.0,90.0,2.0,22.0,4.0
Bengkulu,Bengkulu Selatan,2022,56.0,2.0,13.0,20.0,1.0,1.0,80.0,59.0,90.0,87.0,19.0,15.0,17.0
Bengkulu,Rejang Lebong,2022,107.0,7.0,16.0,2.0,5.0,5.0,48.0,91.0,99.0,43.0,53.0,17.0,9.0
Bengkulu,Bengkulu Utara,2022,131.0,12.0,19.0,2.0,,1.0,50.0,68.0,68.0,147.0,20.0,14.0,11.0
Bengkulu,Kaur,2022,56.0,4.0,10.0,11.0,9.0,,99.0,80.0,81.0,66.0,3.0,13.0,8.0
Bengkulu,Seluma,2022,81.0,7.0,9.0,39.0,2.0,,69.0,50.0,61.0,86.0,19.0,10.0,12.0
Bengkulu,Mukomuko,2022,157.0,19.0,33.0,4.0,,2.0,70.0,22.0,43.0,105.0,18.0,3.0,1.0
Bengkulu,Lebong,2022,59.0,6.0,14.0,4.0,2.0,22.0,43.0,129.0,77.0,41.0,76.0,24.0,16.0
Bengkulu,Kepahiang,2022,94.0,4.0,14.0,1.0,,,49.0,95.0,106.0,59.0,40.0,18.0,14.0
Bengkulu,Bengkulu Tengah,2022,103.0,11.0,6.0,1.0,,,47.0,55.0,80.0,123.0,37.0,7.0,5.0
Bengkulu,Kota Bengkulu,2022,113.0,30.0,23.0,1.0,,,29.0,131.0,85.0,87.0,41.0,20.0,6.0
Lampung,Lampung Barat,2022,88.0,2.0,9.0,4.0,,6.0,54.0,120.0,72.0,22.0,12.0,41.0,19.0
Lampung,Tanggamus,2022,62.0,7.0,8.0,,5.0,1.0,37.0,71.0,102.0,39.0,7.0,13.0,6.0
Lampung,Lampung Selatan,2022,93.0,6.0,17.0,13.0,4.0,2.0,78.0,57.0,65.0,67.0,16.0,4.0,5.0
Lampung,Lampung Timur,2022,87.0,8.0,16.0,28.0,2.0,5.0,65.0,53.0,102.0,37.0,9.0,8.0,8.0
Lampung,Lampung Tengah,2022,92.0,2.0,14.0,2.0,1.0,1.0,72.0,39.0,68.0,30.0,4.0,9.0,6.0
